iter	Logloss
304	0.2078147168
305	0.2074944155
306	0.2073860084
307	0.2071868609
308	0.2069770332
309	0.2068896142
310	0.2068076842
311	0.2067069922
312	0.2066784754
313	0.2065166692
314	0.2062738064
315	0.2062003681
316	0.2061098642
317	0.205972616
318	0.205839362
319	0.2057744397
320	0.2057060261
321	0.2055524651
322	0.2054990875
323	0.2054103179
324	0.2052662196
325	0.2050796543
326	0.2049353726
327	0.2047952811
328	0.2047190474
329	0.2044261659
330	0.2044138847
331	0.2043097022
332	0.2041910578
333	0.2040472703
334	0.2039407752
335	0.2038893943
336	0.2036954938
337	0.2035596063
338	0.2034292592
339	0.2033658251
340	0.2033228345
341	0.2032232631
342	0.2031304209
343	0.2030670796
344	0.2030016076
345	0.2029163063
346	0.2028598034
347	0.2027879629
348	0.2027063496
349	0.2026172355
350	0.2024849119
351	0.2024072104
352	0.202324186
353	0.2020668506
354	0.2019922571
355	0.2018970899
356	0.2018199446
357	0.2017118101
358	0.2016322689
359	0.2015475968
360	0.2014767517
361	0.2013589134
362	0.2011914332
363	0.201065966
364	0.2008661084
365	0.2007800358
366	0.2006910391
367	0.2005911995
368	0.2004823676
369	0.2003687116
370	0.2002952817
371	0.2002144043
372	0.2001274873
373	0.2000603209
374	0.1999810591
375	0.1998708183
376	0.1997322765
377	0.1996145351
378	0.1995206709
379	0.1994126392
380	0.1993339754
381	0.1992819819
382	0.1991729731
383	0.1991146255
384	0.1990414846
385	0.1989463667
386	0.1988479715
387	0.1987346957
388	0.1986404422
389	0.1985536264
390	0.1984299156
391	0.1982837106
392	0.1982169293
393	0.1981646279
394	0.1981040364
395	0.1980055845
396	0.1978171593
397	0.1977028716
398	0.1976459266
399	0.1975368247
400	0.1974504166
401	0.1973732078
402	0.1973137996
403	0.1970890637
404	0.1969953921
405	0.1968757894
406	0.1968065062
407	0.1966811493
408	0.1964744092
409	0.1963616908
410	0.1963048718
411	0.1961940912
412	0.1960676083
413	0.1959789515
414	0.1958792059
415	0.1958327727
416	0.1957077452
417	0.195632237
418	0.1955662628
419	0.1955368217
420	0.1954150582
421	0.1953750392
422	0.1952803357
423	0.1951825929
424	0.1951379066
425	0.1950915011
426	0.1950797079
427	0.1949493939
428	0.1948292067
429	0.1947373976
430	0.1946203996
431	0.1945465346
432	0.1944753334
433	0.1943932286
434	0.1943478674
435	0.1942432212
436	0.1941721915
437	0.1941375625
438	0.1941334111
439	0.1940412571
440	0.1940271923
441	0.1939363988
442	0.1938199071
443	0.1937491815
444	0.1936593813
445	0.1936106367
446	0.1935452839
447	0.1934185024
448	0.1933132244
449	0.1932313773
450	0.1931605262
451	0.193011816
452	0.1929480267
453	0.1928917109
454	0.1927220268
455	0.192646801
456	0.1925502113
457	0.1923524311
458	0.1921170533
459	0.1921159786
460	0.1919032585
461	0.191766695
462	0.1916166989
463	0.1915428315
464	0.1914523106
465	0.1912795388
466	0.1911999147
467	0.1911102767
468	0.1911073786
469	0.1910916596
470	0.1910371643
471	0.1909491593
472	0.1907924252
473	0.1907632457
474	0.1907096588
475	0.1906521555
476	0.190523175
477	0.1904483138
478	0.1903786981
479	0.1903354209
480	0.1902284542
481	0.1901398662
482	0.1900478159
483	0.1899084828
484	0.1897886245
485	0.1896532605
486	0.189561728
487	0.1894367934
488	0.1893071694
489	0.1892408676
490	0.1890827829
491	0.1889590296
492	0.1888995075
493	0.1888249336
494	0.1887847454
495	0.1885940639
496	0.188550777
497	0.1884635873
498	0.1883605782
499	0.1882653346
500	0.1881133605
501	0.1879832778
502	0.1879063364
503	0.1878247443
504	0.1876930635
505	0.1876215361
506	0.1875674264
507	0.1874674258
508	0.1873974367
509	0.1873439362
510	0.18727703
511	0.187113797
512	0.1870343363
513	0.1869361223
514	0.1868497849
515	0.1867375443
516	0.1866453085
517	0.1865169391
518	0.1864692492
519	0.1864191218
520	0.1863099716
521	0.1862325396
522	0.1861404295
523	0.1860506626
524	0.1859838424
525	0.1859256568
526	0.1858185385
527	0.1857228547
528	0.1856127253
529	0.1854882699
530	0.1854426567
531	0.1853987572
532	0.1852932377
533	0.1851545287
534	0.1850127665
535	0.1849246634
536	0.184875838
537	0.1847744859
538	0.1847098347
539	0.1846016582
540	0.1845539823
541	0.1844545448
542	0.1843839777
543	0.1843076054
544	0.1842383874
545	0.1842047579
546	0.1841179539
547	0.1840454763
548	0.1839801014
549	0.1839158665
550	0.1838652833
551	0.1838176147
552	0.1836482315
553	0.1835625477
554	0.1834235857
555	0.1833620795
556	0.1832677188
557	0.1831863657
558	0.1830912298
559	0.1829901666
560	0.1829266462
561	0.1828890273
562	0.1828344964
563	0.1827807492
564	0.1826748975
565	0.1826152359
566	0.1825213508
567	0.1824301536
568	0.1823397423
569	0.1822730628
570	0.1822555942
571	0.1821709039
572	0.1821129979
573	0.1820553069
574	0.1819785014
575	0.1819045688
576	0.1818285172
577	0.1817525825
578	0.1816892067
579	0.1815888053
580	0.1815023944
581	0.1814550676
582	0.1813954237
583	0.1813154776
584	0.1812597148
585	0.1811790265
586	0.1810690443
587	0.1810064137
588	0.1809072143
589	0.1807098715
590	0.1806318363
591	0.1805714508
592	0.1805166716
593	0.1804568517
594	0.1803984518
595	0.1803957989
596	0.1802052497
597	0.1801518573
598	0.1801007328
599	0.1800315669
600	0.1800019045
601	0.1799360212
602	0.1798734356
603	0.1798168486
604	0.1797869259
605	0.1797308866
606	0.1796745629
607	0.1796737849
608	0.1796074556
609	0.179433225
610	0.1793684373
611	0.1792927133
612	0.1792240797
613	0.1791630028
614	0.1790635681
615	0.1789969439
616	0.1789301859
617	0.17886426
618	0.1788006006
619	0.1787481478
620	0.178677114
621	0.178628757
622	0.1785478203
623	0.1784601679
624	0.178364942
625	0.17830521
626	0.1782481462
627	0.1781471313
628	0.1781077954
629	0.1780653017
630	0.1780292044
631	0.1779829812
632	0.1779375608
633	0.1778805331
634	0.1778180524
635	0.1777370817
636	0.177612867
637	0.1775389449
638	0.1774608638
639	0.1774157242
640	0.1773922308
641	0.1773135533
642	0.1772677214
643	0.1772221613
644	0.1771694531
645	0.1771146085
646	0.1770596364
647	0.1769832213
648	0.1769416877
649	0.1768777592
650	0.176876964
651	0.1768181635
652	0.1767400458
653	0.1765983857
654	0.1765605283
655	0.1765129427
656	0.1764407697
657	0.1763518859
658	0.1762842348
659	0.1762288216
660	0.1761862973
661	0.1761353998
662	0.1760819417
663	0.1759813138
664	0.1759280706
665	0.1759063277
666	0.1757976979
667	0.1757630312
668	0.175713016
669	0.1756305138
670	0.1755765492
671	0.1755389042
672	0.1754812787
673	0.1754253034
674	0.1753715645
675	0.1752976141
676	0.1752569525
677	0.1752021518
678	0.1751575415
679	0.1750840719
680	0.1750392222
681	0.1749824425
682	0.1748901995
683	0.1748238022
684	0.1747461004
685	0.1746885963
686	0.1746276451
687	0.1745102926
688	0.1744743456
689	0.1744191834
690	0.1743412848
691	0.1743406524
692	0.1742758376
693	0.1741981278
694	0.1741334981
695	0.1740601326
696	0.173977961
697	0.1739270646
698	0.1738553615
699	0.1737721361
700	0.17365973
701	0.1735883487
702	0.1735186799
703	0.1734717777
704	0.1734228818
705	0.1733628712
706	0.1733200644
707	0.1732749018
708	0.1731844002
709	0.1731248033
710	0.173039619
711	0.1729852774
712	0.1729444934
713	0.1728849271
714	0.1728412118
715	0.1727307741
716	0.1726740579
717	0.1725879165
718	0.1725434882
719	0.1724456713
720	0.172371622
721	0.1722818954
722	0.17222572
723	0.1721244929
724	0.1720412078
725	0.1719458541
726	0.1718509474
727	0.1718173256
728	0.1717628266
729	0.1716932889
730	0.1715868806
731	0.1714339663
732	0.1713526232
733	0.1713020866
734	0.1712487994
735	0.1712092842
736	0.1711195331
737	0.1710800183
738	0.170995422
739	0.1709196431
740	0.170918944
741	0.1708580529
742	0.1707641541
743	0.1706695158
744	0.1705838567
745	0.1705380327
746	0.1704405871
747	0.1702361421
748	0.170200277
749	0.1700678556
750	0.1699980229
751	0.1699497435
752	0.1698915121
753	0.1698887978
754	0.1698237755
755	0.1698090462
756	0.1697191397
757	0.1696373146
758	0.1695645391
759	0.1694870633
760	0.1694446846
761	0.1694189518
762	0.1693731028
763	0.1693300341
764	0.1692954565
765	0.1691846573
766	0.1691510362
767	0.1691128223
768	0.1690803388
769	0.1690003226
770	0.1689617957
771	0.1688730236
772	0.1688304403
773	0.1687669757
774	0.1687197248
775	0.1686745578
776	0.1686061064
777	0.1686046649
778	0.1685645543
779	0.1684883921
780	0.168379572
781	0.1683541031
782	0.168276699
783	0.1682377118
784	0.1681948886
785	0.1681514425
786	0.1681509783
787	0.1680908386
788	0.1680782251
789	0.1680431263
790	0.1679782233
791	0.1679373356
792	0.1678612392
793	0.1677165661
794	0.1676601601
795	0.1676062474
796	0.1675414953
797	0.1674474592
798	0.16736777
799	0.1673016166
800	0.1672688753
801	0.1671928998
802	0.1671637397
803	0.1671157644
804	0.1670781239
805	0.1669519198
806	0.1668905237
807	0.1668342666
808	0.166732691
809	0.1666604686
810	0.1666028711
811	0.1665854352
812	0.1665428011
813	0.1664768314
814	0.1664169388
815	0.166366088
816	0.1662486403
817	0.1662131613
818	0.1661559301
819	0.1661208333
820	0.1660338356
821	0.1659536403
822	0.1658689476
823	0.1658265183
824	0.1657476238
825	0.1657097427
826	0.165667039
827	0.1656193967
828	0.1655755462
829	0.1655412581
830	0.1654949753
831	0.1654298914
832	0.1653740673
833	0.1653333578
834	0.1652947028
835	0.1652084947
836	0.1651733828
837	0.1651336708
838	0.1650837971
839	0.1650344776
840	0.1649673768
841	0.1649124616
842	0.16487118
843	0.1648168244
844	0.1647768136
845	0.1647016299
846	0.1646790868
847	0.1646194872
848	0.1645588847
849	0.1644262302
850	0.1643553784
851	0.1643330435
852	0.1642601197
853	0.1642051584
854	0.1641472153
855	0.1641123884
856	0.1640455703
857	0.16394064
858	0.1639046343
859	0.1638288277
860	0.1637478307
861	0.1637150499
862	0.1636777795
863	0.1636186497
864	0.1635711515
865	0.1635161238
866	0.1634786172
867	0.1634132224
868	0.1633806444
869	0.1633325153
870	0.1633050195
871	0.1632702866
872	0.1631943259
873	0.1631639388
874	0.1630956905
875	0.1630590798
876	0.1629910205
877	0.1629450678
878	0.162904493
879	0.1628718492
880	0.162808448
881	0.1628029037
882	0.1627711946
883	0.1627026969
884	0.1626657864
885	0.1626150549
886	0.1625650411
887	0.1624721423
888	0.1624458342
889	0.1623969058
890	0.1623558026
891	0.1622754423
892	0.1622268948
893	0.162197004
894	0.1621132652
895	0.1620743318
896	0.162005638
897	0.1618440124
898	0.1617758358
899	0.1617313914
900	0.1616965087
901	0.1616688475
902	0.1616227762
903	0.1615314809
904	0.1615017599
905	0.1614334131
906	0.161346895
907	0.1613252631
908	0.1612867707
909	0.1612497717
910	0.1611409111
911	0.1610347561
912	0.160974527
913	0.1609253769
914	0.1608766429
915	0.1608253722
916	0.1607763039
917	0.1606860599
918	0.1606258812
919	0.1605713088
920	0.1605378669
921	0.1604777842
922	0.1604484163
923	0.1604060905
924	0.1603761141
925	0.1603087328
926	0.1602001342
927	0.1601124639
928	0.1600562212
929	0.1600219862
930	0.1599946349
931	0.1599618417
932	0.1598955106
933	0.1598348246
934	0.1597899262
935	0.15973636
936	0.1596896236
937	0.1596517116
938	0.1595897861
939	0.1595264648
940	0.1595138989
941	0.1594511882
942	0.1594034341
943	0.159361062
944	0.1592981133
945	0.1592664288
946	0.1592385286
947	0.1592129977
948	0.159149243
949	0.1590942765
950	0.15907099
951	0.1590322634
952	0.1590118404
953	0.1589775948
954	0.1589100513
955	0.158872956
956	0.1588140881
957	0.1587873235
958	0.158724856
959	0.1586491083
960	0.1585951492
961	0.158544671
962	0.158489439
963	0.1584280498
964	0.1583984901
965	0.1583604639
966	0.1582822386
967	0.1582413373
968	0.1581838352
969	0.1581517687
970	0.1581242454
971	0.1580001309
972	0.1579694631
973	0.1579426438
974	0.1578769101
975	0.1577988128
976	0.1577644936
977	0.1577366287
978	0.1576936329
979	0.1576603521
980	0.157621359
981	0.1575400415
982	0.15749685
983	0.1574341042
984	0.157363309
985	0.1573282681
986	0.1572606196
987	0.157166141
988	0.1571274331
989	0.1570422302
990	0.156981018
991	0.1569471306
992	0.1568996592
993	0.1568400777
994	0.1567581573
995	0.1567343495
996	0.1566848849
997	0.1566408975
998	0.156605654
999	0.156533825
